type;traits;random_effect;estimate;STD_ERR_estimate;model_name;data_subset_number;used_seed;trait_combination
covariance;cwa+caa;residual;0.05254;0.004771;;Sample_3;no_used_seed;CaaCwaCfa
ratio;cfa;residual;0.59015;0.023639;;Sample_3;no_used_seed;CaaCwaCfa
correlation;cfa+caa;herdyear;-0.01684;0.038423;;Sample_3;no_used_seed;CaaCwaCfa
correlation;cwa+caa;herdyear;0.77090;0.019623;;Sample_3;no_used_seed;CaaCwaCfa
correlation;cca+caa;residual;0.19568;0.061396;;Sample_3;no_used_seed;CaaCwaCca
variance;cwa;residual;0.04467;0.002297;;Sample_3;no_used_seed;CaaCwaCca
covariance;cca+caa;animal;-0.09311;0.020716;;Sample_3;no_used_seed;CaaCwaCca
ratio;caa;residual;0.24541;0.018979;;Sample_3;no_used_seed;CaaCwaCca
ratio;caa;herdyear;0.48319;0.014173;;Sample_3;no_used_seed;CaaCwaCca
genetic_correlation;cca+cwa;animal;0.36497;0.040543;;Sample_3;no_used_seed;CaaCwaCca
heritability;caa;animal;0.27140;0.023132;;Sample_3;no_used_seed;CaaCwaCca
variance;cwa;herdyear;0.02923;0.001682;;Sample_3;no_used_seed;CaaCwaCca
covariance;cwa+caa;residual;0.05165;0.005294;;Sample_3;no_used_seed;CaaCwaCca
covariance;cwa+caa;animal;0.02789;0.006736;;Sample_3;no_used_seed;CaaCwaCca
variance;caa;herdyear;0.49838;0.024406;;Sample_3;no_used_seed;CaaCwaCca
covariance;cca+caa;herdyear;0.00864;0.006868;;Sample_3;no_used_seed;CaaCwaCca
variance;caa;animal;0.27993;0.024026;;Sample_3;no_used_seed;CaaCwaCca
correlation;cwa+caa;herdyear;0.76763;0.019706;;Sample_3;no_used_seed;CaaCwaCca
heritability;cca;animal;0.70129;0.020172;;Sample_3;no_used_seed;CaaCwaCca
variance;cca;herdyear;0.05873;0.008078;;Sample_3;no_used_seed;CaaCwaCca
correlation;cca+cwa;residual;0.47172;0.039262;;Sample_3;no_used_seed;CaaCwaCca
variance;cwa;animal;0.03001;0.002901;;Sample_3;no_used_seed;CaaCwaCca
covariance;cca+caa;residual;0.04473;0.014078;;Sample_3;no_used_seed;CaaCwaCca
ratio;cwa;residual;0.42987;0.024052;;Sample_3;no_used_seed;CaaCwaCca
covariance;cca+cwa;herdyear;0.02077;0.002406;;Sample_3;no_used_seed;CaaCwaCca
genetic_correlation;cca+caa;animal;-0.22306;0.049717;;Sample_3;no_used_seed;CaaCwaCca
correlation;cwa+caa;residual;0.48572;0.032621;;Sample_3;no_used_seed;CaaCwaCca
correlation;cca+caa;herdyear;0.05048;0.040277;;Sample_3;no_used_seed;CaaCwaCca
genetic_correlation;cwa+caa;animal;0.30429;0.057321;;Sample_3;no_used_seed;CaaCwaCca
covariance;cwa+caa;herdyear;0.09266;0.005350;;Sample_3;no_used_seed;CaaCwaCca
ratio;cca;herdyear;0.06617;0.008866;;Sample_3;no_used_seed;CaaCwaCca
covariance;cca+cwa;residual;0.04529;0.005162;;Sample_3;no_used_seed;CaaCwaCca
heritability;cwa;animal;0.28882;0.026823;;Sample_3;no_used_seed;CaaCwaCca
covariance;cca+cwa;animal;0.04988;0.007119;;Sample_3;no_used_seed;CaaCwaCca
variance;cca;residual;0.20640;0.014380;;Sample_3;no_used_seed;CaaCwaCca
correlation;cca+cwa;herdyear;0.50120;0.036621;;Sample_3;no_used_seed;CaaCwaCca
variance;caa;residual;0.25312;0.018057;;Sample_3;no_used_seed;CaaCwaCca
variance;cca;animal;0.62245;0.024328;;Sample_3;no_used_seed;CaaCwaCca
ratio;cwa;herdyear;0.28132;0.013175;;Sample_3;no_used_seed;CaaCwaCca
ratio;cca;residual;0.23254;0.017989;;Sample_3;no_used_seed;CaaCwaCca
variance;cwc;herdyear;0.00347;0.000196;;Sample_3;no_used_seed;CaaCwcCfa
ratio;cfa;herdyear;0.05933;0.007782;;Sample_3;no_used_seed;CaaCwcCfa
covariance;cfa+cwc;animal;-0.00246;0.001283;;Sample_3;no_used_seed;CaaCwcCfa
variance;caa;animal;0.28889;0.012726;;Sample_3;no_used_seed;CaaCwcCfa
variance;cfa;herdyear;0.01980;0.002651;;Sample_3;no_used_seed;CaaCwcCfa
ratio;cwc;herdyear;0.18786;0.009274;;Sample_3;no_used_seed;CaaCwcCfa
genetic_correlation;cwc+caa;animal;-0.38556;0.094052;;Sample_3;no_used_seed;CaaCwcCfa
covariance;cwc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCfa
correlation;cfa+cwc;herdyear;-0.02016;0.095765;;Sample_3;no_used_seed;CaaCwcCfa
variance;caa;residual;0.24630;0.9057E-02;;Sample_3;no_used_seed;CaaCwcCfa
covariance;cwc+caa;animal;-0.01239;0.003199;;Sample_3;no_used_seed;CaaCwcCfa
covariance;cfa+cwc;residual;---;---;;Sample_3;no_used_seed;CaaCwcCfa
heritability;cfa;animal;0.34821;0.021451;;Sample_3;no_used_seed;CaaCwcCfa
correlation;cwc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCfa
correlation;cfa+caa;residual;-0.06875;0.025882;;Sample_3;no_used_seed;CaaCwcCfa
ratio;caa;residual;0.23797;0.009317;;Sample_3;no_used_seed;CaaCwcCfa
genetic_correlation;cfa+caa;animal;-0.03776;0.035387;;Sample_3;no_used_seed;CaaCwcCfa
heritability;cwc;animal;0.19386;0.020661;;Sample_3;no_used_seed;CaaCwcCfa
covariance;cfa+caa;herdyear;-0.00224;0.002722;;Sample_3;no_used_seed;CaaCwcCfa
genetic_correlation;cfa+cwc;animal;-0.12068;0.061504;;Sample_3;no_used_seed;CaaCwcCfa
covariance;cfa+caa;animal;-0.00692;0.006281;;Sample_3;no_used_seed;CaaCwcCfa
variance;cwc;residual;0.01141;0.3548E-03;;Sample_3;no_used_seed;CaaCwcCfa
ratio;cfa;residual;0.59246;0.020606;;Sample_3;no_used_seed;CaaCwcCfa
variance;cfa;residual;0.19773;0.6646E-02;;Sample_3;no_used_seed;CaaCwcCfa
ratio;cwc;residual;0.61828;0.020587;;Sample_3;no_used_seed;CaaCwcCfa
covariance;cwc+caa;herdyear;0.00228;0.000660;;Sample_3;no_used_seed;CaaCwcCfa
variance;cfa;animal;0.11621;0.007738;;Sample_3;no_used_seed;CaaCwcCfa
correlation;cfa+cwc;residual;---;---;;Sample_3;no_used_seed;CaaCwcCfa
heritability;caa;animal;0.27912;0.012076;;Sample_3;no_used_seed;CaaCwcCfa
variance;caa;herdyear;0.49980;0.016099;;Sample_3;no_used_seed;CaaCwcCfa
covariance;cfa+cwc;herdyear;-0.00017;0.000794;;Sample_3;no_used_seed;CaaCwcCfa
variance;cwc;animal;0.00358;0.000397;;Sample_3;no_used_seed;CaaCwcCfa
correlation;cwc+caa;herdyear;0.05478;0.015764;;Sample_3;no_used_seed;CaaCwcCfa
correlation;cfa+caa;herdyear;-0.02252;0.027267;;Sample_3;no_used_seed;CaaCwcCfa
ratio;caa;herdyear;0.48290;0.009103;;Sample_3;no_used_seed;CaaCwcCfa
covariance;cfa+caa;residual;-0.01517;0.5543E-02;;Sample_3;no_used_seed;CaaCwcCfa
heritability;caa;animal;0.27744;0.011105;;Sample_3;no_used_seed;CaaCwcCfc
variance;cfc;herdyear;0.02954;0.002897;;Sample_3;no_used_seed;CaaCwcCfc
ratio;cwc;herdyear;0.18772;0.009017;;Sample_3;no_used_seed;CaaCwcCfc
variance;cwc;residual;0.01142;0.3771E-03;;Sample_3;no_used_seed;CaaCwcCfc
genetic_correlation;cfc+caa;animal;0.02351;0.056940;;Sample_3;no_used_seed;CaaCwcCfc
variance;caa;herdyear;0.49946;0.021624;;Sample_3;no_used_seed;CaaCwcCfc
variance;caa;animal;0.28693;0.011518;;Sample_3;no_used_seed;CaaCwcCfc
genetic_correlation;cwc+caa;animal;-0.37756;0.097264;;Sample_3;no_used_seed;CaaCwcCfc
ratio;cwc;residual;0.61894;0.021285;;Sample_3;no_used_seed;CaaCwcCfc
correlation;cfc+caa;herdyear;0.20213;0.025801;;Sample_3;no_used_seed;CaaCwcCfc
covariance;cfc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCfc
ratio;caa;herdyear;0.48293;0.012092;;Sample_3;no_used_seed;CaaCwcCfc
covariance;cfc+cwc;residual;0.02479;0.1326E-02;;Sample_3;no_used_seed;CaaCwcCfc
variance;cfc;animal;0.11102;0.009682;;Sample_3;no_used_seed;CaaCwcCfc
covariance;cwc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCfc
correlation;cfc+cwc;residual;0.46299;0.020579;;Sample_3;no_used_seed;CaaCwcCfc
correlation;cfc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCfc
covariance;cfc+caa;herdyear;0.02455;0.003437;;Sample_3;no_used_seed;CaaCwcCfc
covariance;cwc+caa;animal;-0.01208;0.003139;;Sample_3;no_used_seed;CaaCwcCfc
correlation;cwc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCfc
genetic_correlation;cfc+cwc;animal;0.09175;0.077022;;Sample_3;no_used_seed;CaaCwcCfc
ratio;cfc;residual;0.64109;0.022380;;Sample_3;no_used_seed;CaaCwcCfc
heritability;cwc;animal;0.19333;0.022532;;Sample_3;no_used_seed;CaaCwcCfc
correlation;cwc+caa;herdyear;0.05760;0.025636;;Sample_3;no_used_seed;CaaCwcCfc
variance;cfc;residual;0.25106;0.8038E-02;;Sample_3;no_used_seed;CaaCwcCfc
correlation;cfc+cwc;herdyear;0.48787;0.042602;;Sample_3;no_used_seed;CaaCwcCfc
covariance;cfc+cwc;animal;0.00183;0.001594;;Sample_3;no_used_seed;CaaCwcCfc
covariance;cwc+caa;herdyear;0.00240;0.001068;;Sample_3;no_used_seed;CaaCwcCfc
covariance;cfc+caa;animal;0.00420;0.010109;;Sample_3;no_used_seed;CaaCwcCfc
variance;cwc;animal;0.00357;0.000428;;Sample_3;no_used_seed;CaaCwcCfc
variance;caa;residual;0.24783;0.8655E-02;;Sample_3;no_used_seed;CaaCwcCfc
heritability;cfc;animal;0.28349;0.022985;;Sample_3;no_used_seed;CaaCwcCfc
ratio;cfc;herdyear;0.07542;0.007223;;Sample_3;no_used_seed;CaaCwcCfc
variance;cwc;herdyear;0.00346;0.000187;;Sample_3;no_used_seed;CaaCwcCfc
covariance;cfc+cwc;herdyear;0.00493;0.000554;;Sample_3;no_used_seed;CaaCwcCfc
ratio;caa;residual;0.23963;0.009999;;Sample_3;no_used_seed;CaaCwcCfc
genetic_correlation;cwc+caa;animal;-0.33317;0.10549;;Sample_3;no_used_seed;CaaCwcCca
covariance;cwc+caa;animal;-0.01045;0.003259;;Sample_3;no_used_seed;CaaCwcCca
covariance;cca+cwc;animal;0.01198;0.002885;;Sample_3;no_used_seed;CaaCwcCca
correlation;cca+cwc;herdyear;0.03856;0.032287;;Sample_3;no_used_seed;CaaCwcCca
ratio;caa;residual;0.24750;0.018503;;Sample_3;no_used_seed;CaaCwcCca
variance;cwc;herdyear;0.00346;0.000186;;Sample_3;no_used_seed;CaaCwcCca
variance;cwc;animal;0.00356;0.000360;;Sample_3;no_used_seed;CaaCwcCca
correlation;cca+caa;herdyear;0.04280;0.041527;;Sample_3;no_used_seed;CaaCwcCca
covariance;cca+cwc;herdyear;0.00052;0.000438;;Sample_3;no_used_seed;CaaCwcCca
covariance;cwc+caa;herdyear;0.00227;0.000725;;Sample_3;no_used_seed;CaaCwcCca
covariance;cwc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCca
variance;cca;residual;0.19719;0.022988;;Sample_3;no_used_seed;CaaCwcCca
ratio;cwc;herdyear;0.18780;0.008804;;Sample_3;no_used_seed;CaaCwcCca
heritability;cwc;animal;0.19296;0.01909;;Sample_3;no_used_seed;CaaCwcCca
ratio;cca;residual;0.22309;0.028113;;Sample_3;no_used_seed;CaaCwcCca
ratio;cca;herdyear;0.05899;0.008053;;Sample_3;no_used_seed;CaaCwcCca
variance;caa;herdyear;0.50057;0.021279;;Sample_3;no_used_seed;CaaCwcCca
covariance;cca+caa;animal;-0.09997;0.012444;;Sample_3;no_used_seed;CaaCwcCca
variance;caa;residual;0.25556;0.018084;;Sample_3;no_used_seed;CaaCwcCca
heritability;caa;animal;0.26772;0.02355;;Sample_3;no_used_seed;CaaCwcCca
variance;cca;animal;0.63457;0.033052;;Sample_3;no_used_seed;CaaCwcCca
variance;cwc;residual;0.01142;0.000329;;Sample_3;no_used_seed;CaaCwcCca
genetic_correlation;cca+cwc;animal;0.25209;0.06331;;Sample_3;no_used_seed;CaaCwcCca
correlation;cca+caa;residual;0.21974;0.039342;;Sample_3;no_used_seed;CaaCwcCca
ratio;caa;herdyear;0.48479;0.012830;;Sample_3;no_used_seed;CaaCwcCca
genetic_correlation;cca+caa;animal;-0.23869;0.03195;;Sample_3;no_used_seed;CaaCwcCca
correlation;cca+cwc;residual;---;---;;Sample_3;no_used_seed;CaaCwcCca
variance;cca;herdyear;0.05214;0.007318;;Sample_3;no_used_seed;CaaCwcCca
heritability;cca;animal;0.71792;0.02943;;Sample_3;no_used_seed;CaaCwcCca
covariance;cca+cwc;residual;---;---;;Sample_3;no_used_seed;CaaCwcCca
ratio;cwc;residual;0.61925;0.018015;;Sample_3;no_used_seed;CaaCwcCca
covariance;cca+caa;residual;0.04933;0.008760;;Sample_3;no_used_seed;CaaCwcCca
correlation;cwc+caa;herdyear;0.05454;0.017232;;Sample_3;no_used_seed;CaaCwcCca
covariance;cca+caa;herdyear;0.00691;0.006654;;Sample_3;no_used_seed;CaaCwcCca
variance;caa;animal;0.27643;0.024448;;Sample_3;no_used_seed;CaaCwcCca
correlation;cwc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCca
variance;caa;herdyear;0.50152;0.021676;;Sample_3;no_used_seed;CaaCwcCcc
covariance;ccc+cwc;animal;0.02001;0.002793;;Sample_3;no_used_seed;CaaCwcCcc
heritability;ccc;animal;0.49958;0.029503;;Sample_3;no_used_seed;CaaCwcCcc
correlation;ccc+cwc;residual;0.55686;0.021884;;Sample_3;no_used_seed;CaaCwcCcc
correlation;ccc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCcc
covariance;ccc+caa;herdyear;0.02288;0.006739;;Sample_3;no_used_seed;CaaCwcCcc
correlation;ccc+cwc;herdyear;0.49429;0.038774;;Sample_3;no_used_seed;CaaCwcCcc
covariance;cwc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCcc
ratio;caa;residual;0.24507;0.012251;;Sample_3;no_used_seed;CaaCwcCcc
heritability;cwc;animal;0.19641;0.021409;;Sample_3;no_used_seed;CaaCwcCcc
variance;caa;animal;0.27904;0.014375;;Sample_3;no_used_seed;CaaCwcCcc
ratio;cwc;residual;0.61673;0.020484;;Sample_3;no_used_seed;CaaCwcCcc
genetic_correlation;cwc+caa;animal;-0.37115;0.099998;;Sample_3;no_used_seed;CaaCwcCcc
variance;cwc;animal;0.00362;0.000407;;Sample_3;no_used_seed;CaaCwcCcc
correlation;cwc+caa;herdyear;0.05061;0.020588;;Sample_3;no_used_seed;CaaCwcCcc
ratio;ccc;residual;0.41852;0.027674;;Sample_3;no_used_seed;CaaCwcCcc
covariance;ccc+caa;animal;-0.12388;0.023403;;Sample_3;no_used_seed;CaaCwcCcc
variance;ccc;residual;0.41136;0.024617;;Sample_3;no_used_seed;CaaCwcCcc
genetic_correlation;ccc+cwc;animal;0.47429;0.047293;;Sample_3;no_used_seed;CaaCwcCcc
correlation;cwc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCcc
ratio;caa;herdyear;0.48505;0.012241;;Sample_3;no_used_seed;CaaCwcCcc
ratio;cwc;herdyear;0.18686;0.009486;;Sample_3;no_used_seed;CaaCwcCcc
heritability;caa;animal;0.26988;0.013849;;Sample_3;no_used_seed;CaaCwcCcc
variance;ccc;animal;0.49103;0.033047;;Sample_3;no_used_seed;CaaCwcCcc
covariance;ccc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCwcCcc
correlation;ccc+caa;herdyear;0.11385;0.032833;;Sample_3;no_used_seed;CaaCwcCcc
genetic_correlation;ccc+caa;animal;-0.33466;0.067288;;Sample_3;no_used_seed;CaaCwcCcc
covariance;ccc+cwc;herdyear;0.00823;0.000973;;Sample_3;no_used_seed;CaaCwcCcc
variance;cwc;residual;0.01138;0.000363;;Sample_3;no_used_seed;CaaCwcCcc
covariance;cwc+caa;animal;-0.01180;0.003287;;Sample_3;no_used_seed;CaaCwcCcc
variance;caa;residual;0.25339;0.011097;;Sample_3;no_used_seed;CaaCwcCcc
variance;ccc;herdyear;0.08050;0.008297;;Sample_3;no_used_seed;CaaCwcCcc
ratio;ccc;herdyear;0.08190;0.008077;;Sample_3;no_used_seed;CaaCwcCcc
variance;cwc;herdyear;0.00345;0.000196;;Sample_3;no_used_seed;CaaCwcCcc
covariance;cwc+caa;herdyear;0.00210;0.000868;;Sample_3;no_used_seed;CaaCwcCcc
covariance;ccc+cwc;residual;0.03810;0.002243;;Sample_3;no_used_seed;CaaCwcCcc
covariance;cfc+caa;herdyear;0.02096;0.007089;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
ratio;cfa;herdyear;0.05979;0.007475;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
variance;cfa;animal;0.10036;0.009354;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
ratio;caa;residual;0.24496;0.017504;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
correlation;cfc+caa;residual;---;---;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
variance;cfc;herdyear;0.02881;0.003023;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
variance;cfc;animal;0.11035;0.010170;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
covariance;cfa+caa;residual;-0.01770;0.007963;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
ratio;cfa;residual;0.63267;0.025078;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
ratio;cfc;residual;0.64348;0.023211;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
covariance;cfc+caa;residual;---;---;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
genetic_correlation;cfc+cfa;animal;0.89951;0.064723;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
ratio;caa;herdyear;0.47255;0.013826;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
variance;caa;animal;0.28566;0.023176;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
heritability;cfc;animal;0.28271;0.024192;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
correlation;cfa+caa;residual;-0.07829;0.035551;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
heritability;cfa;animal;0.30754;0.026496;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
covariance;cfa+caa;herdyear;-0.01178;0.004283;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
covariance;cfc+caa;animal;0.02558;0.015647;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
covariance;cfc+cfa;residual;---;---;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
covariance;cfc+cfa;animal;0.09466;0.009173;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
genetic_correlation;cfa+caa;animal;0.00279;0.061911;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
correlation;cfc+cfa;herdyear;0.04515;0.085500;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
variance;caa;residual;0.24771;0.016487;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
ratio;cfc;herdyear;0.07381;0.007523;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
heritability;caa;animal;0.28249;0.022878;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
correlation;cfa+caa;herdyear;-0.12196;0.043614;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
covariance;cfc+cfa;herdyear;0.00107;0.002029;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
genetic_correlation;cfc+caa;animal;0.14410;0.088032;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
variance;cfa;herdyear;0.01951;0.002481;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
correlation;cfc+cfa;residual;---;---;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
covariance;cfa+caa;animal;0.00047;0.010484;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
correlation;cfc+caa;herdyear;0.17862;0.059480;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
variance;cfc;residual;0.25118;0.008019;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
variance;caa;herdyear;0.47784;0.022323;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
variance;cfa;residual;0.20645;0.007340;Het;Sample_3;no_used_seed;CaaCfaCfc_Het
variance;cfc;residual;0.24952;0.008472;;Sample_3;no_used_seed;CaaCfaCfc
ratio;cfa;herdyear;0.05929;0.007515;;Sample_3;no_used_seed;CaaCfaCfc
genetic_correlation;cfa+caa;animal;-0.06151;0.043587;;Sample_3;no_used_seed;CaaCfaCfc
heritability;caa;animal;0.27899;0.021799;;Sample_3;no_used_seed;CaaCfaCfc
correlation;cfc+cfa;residual;---;---;;Sample_3;no_used_seed;CaaCfaCfc
genetic_correlation;cfc+caa;animal;0.09345;0.084942;;Sample_3;no_used_seed;CaaCfaCfc
heritability;cfc;animal;0.28819;0.025287;;Sample_3;no_used_seed;CaaCfaCfc
ratio;cfc;herdyear;0.07673;0.007343;;Sample_3;no_used_seed;CaaCfaCfc
covariance;cfc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCfaCfc
ratio;caa;herdyear;0.48267;0.013095;;Sample_3;no_used_seed;CaaCfaCfc
covariance;cfa+caa;herdyear;-0.00398;0.003512;;Sample_3;no_used_seed;CaaCfaCfc
covariance;cfc+cfa;residual;---;---;;Sample_3;no_used_seed;CaaCfaCfc
heritability;cfa;animal;0.33421;0.025692;;Sample_3;no_used_seed;CaaCfaCfc
variance;caa;residual;0.24654;0.016380;;Sample_3;no_used_seed;CaaCfaCfc
correlation;cfc+caa;herdyear;0.22020;0.067279;;Sample_3;no_used_seed;CaaCfaCfc
variance;cfc;herdyear;0.03015;0.002991;;Sample_3;no_used_seed;CaaCfaCfc
correlation;cfa+caa;herdyear;-0.04005;0.035551;;Sample_3;no_used_seed;CaaCfaCfc
covariance;cfc+caa;animal;0.01689;0.015542;;Sample_3;no_used_seed;CaaCfaCfc
variance;cfa;herdyear;0.01975;0.002547;;Sample_3;no_used_seed;CaaCfaCfc
ratio;cfc;residual;0.63508;0.024131;;Sample_3;no_used_seed;CaaCfaCfc
variance;cfa;animal;0.11133;0.009363;;Sample_3;no_used_seed;CaaCfaCfc
covariance;cfa+caa;residual;-0.01157;0.005839;;Sample_3;no_used_seed;CaaCfaCfc
covariance;cfa+caa;animal;-0.01103;0.007803;;Sample_3;no_used_seed;CaaCfaCfc
genetic_correlation;cfc+cfa;animal;0.91031;0.054129;;Sample_3;no_used_seed;CaaCfaCfc
ratio;cfa;residual;0.60650;0.024704;;Sample_3;no_used_seed;CaaCfaCfc
variance;caa;animal;0.28860;0.022920;;Sample_3;no_used_seed;CaaCfaCfc
correlation;cfc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCfaCfc
ratio;caa;residual;0.23833;0.017118;;Sample_3;no_used_seed;CaaCfaCfc
variance;cfc;animal;0.11323;0.010650;;Sample_3;no_used_seed;CaaCfaCfc
variance;caa;herdyear;0.49929;0.021904;;Sample_3;no_used_seed;CaaCfaCfc
correlation;cfa+caa;residual;-0.05185;0.026229;;Sample_3;no_used_seed;CaaCfaCfc
covariance;cfc+caa;herdyear;0.02702;0.008452;;Sample_3;no_used_seed;CaaCfaCfc
correlation;cfc+cfa;herdyear;0.05256;0.064254;;Sample_3;no_used_seed;CaaCfaCfc
covariance;cfc+cfa;herdyear;0.00128;0.001573;;Sample_3;no_used_seed;CaaCfaCfc
variance;cfa;residual;0.20204;0.007472;;Sample_3;no_used_seed;CaaCfaCfc
covariance;cfc+cfa;animal;0.10221;0.009049;;Sample_3;no_used_seed;CaaCfaCfc
covariance;ccc+cfa;residual;---;---;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
covariance;ccc+caa;herdyear;0.01078;0.003294;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
variance;ccc;animal;0.44084;0.028516;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
covariance;ccc+caa;animal;-0.11271;0.024521;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
genetic_correlation;ccc+caa;animal;-0.32226;0.070709;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
variance;cfa;animal;0.10472;0.007705;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
variance;ccc;herdyear;0.07119;0.007798;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
correlation;ccc+cfa;herdyear;-0.11870;0.085194;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
variance;cfa;herdyear;0.01922;0.002500;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
genetic_correlation;cfa+caa;animal;0.02460;0.043057;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
covariance;ccc+caa;residual;---;---;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
covariance;ccc+cfa;herdyear;-0.00439;0.003185;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
correlation;ccc+caa;residual;---;---;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
ratio;cfa;herdyear;0.05883;0.007488;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
heritability;caa;animal;0.27467;0.014381;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
heritability;cfa;animal;0.32056;0.021777;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
ratio;ccc;residual;0.46326;0.025199;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
correlation;ccc+caa;herdyear;0.05838;0.017479;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
covariance;cfa+caa;herdyear;-0.01038;0.003124;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
variance;cfa;residual;0.20274;0.006822;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
correlation;cfa+caa;herdyear;-0.10818;0.031693;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
correlation;ccc+cfa;residual;---;---;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
variance;ccc;residual;0.44192;0.021381;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
genetic_correlation;ccc+cfa;animal;-0.20679;0.076533;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
covariance;ccc+cfa;animal;-0.04443;0.016619;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
variance;caa;animal;0.27749;0.014978;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
variance;caa;herdyear;0.47918;0.014747;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
correlation;cfa+caa;residual;-0.09240;0.024246;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
covariance;cfa+caa;animal;0.00419;0.007240;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
covariance;cfa+caa;residual;-0.02095;0.005757;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
heritability;ccc;animal;0.46211;0.026377;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
ratio;caa;residual;0.25101;0.011897;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
ratio;caa;herdyear;0.47432;0.009205;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
ratio;ccc;herdyear;0.07463;0.007891;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
ratio;cfa;residual;0.62061;0.021351;Het;Sample_3;no_used_seed;CaaCfaCcc_Het
